Date,Price,Fund Return,FR-RF,Mkt-RF,ESG,SMB,HML,TSMOM,RMW,CMA,RF,QMJ,BAB,UMD,TSMOM,Carry,ESG,E,S,G
1/31/19,14.677159,0.185296586,18.3196586,8.41,-2.29757,3.01,-0.44,-6.057801073,-0.78,-1.53,0.21,-3.649077207,-0.641835476,-7.126306016,-6.057801073,1.301733937,-2.29757,0.7356,0.2627942,1.7763333
2/28/19,15.215919,0.036707376,3.4907376,3.4,1.5865667,1.73,-2.68,-0.481676929,0.21,-1.61,0.18,-0.24329846,0.013440464,0.349542782,-0.481676929,2.4014568,1.5865667,0.7253492,-1.5488892,-2.4553458
3/31/19,15.40367,0.012339117,1.0439117,1.1,3.1336725,-3.46,-4.05,5.797930004,0.78,-0.99,0.19,-0.869827814,0.282655648,2.806001102,5.797930004,-0.975908348,3.1336725,-0.5788625,-1.4485042,0.7149233
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
